path|git_timestamp|file_size|first_heading
./repos/metabob-rpc-api/tests/TEST_ISOLATION_FIX.md|1769687061|6019|Test Isolation Fix for Route Tests
./repos/metabob-rpc-api/tests/TESTING_GUIDE.md|1769687061|17106|Testing Guide - TestController System
./repos/metabob-rpc-api/tests/routes/SUCCESS_PATTERNS_SUMMARY.md|1769687061|6796|Analysis Test Success Patterns - Quick Reference
./repos/metabob-rpc-api/tests/routes/ANALYSIS_TEST_PATTERNS_SUCCESS_REPORT.md|1769687061|24278|Analysis Route Tests - Success Patterns Report
./repos/metabob-rpc-api/tests/PROTO_TEST_SUMMARY.md|1769687061|12595|Proto-Aligned Activity and Impulse System - Test Summary
./repos/metabob-rpc-api/tests/fixtures/README_SURREAL.md|1769687061|12388|Mock SurrealDB Fixtures
./repos/metabob-rpc-api/server/utils/SURREAL_CLIENT_IMPLEMENTATION.md|1769687061|4316|SurrealDB Client Implementation Summary
./repos/metabob-rpc-api/server/models/PROTO_ALIGNMENT_SUMMARY.md|1769687061|12602|Proto-Aligned Models Implementation Summary
./repos/metabob-rpc-api/scripts/README.md|1769687061|13075|Scripts Directory
./repos/metabob-rpc-api/README.md|1769687061|12634|Metabob RPC API
./repos/metabob-rpc-api/.opencode/TASK_DELEGATION_GUIDE.md|1769687061|10011|Task Delegation Pattern Guide
./repos/metabob-rpc-api/.opencode/SESSION_MANAGEMENT_GUIDE.md|1769687061|8166|Session Management Agent Guide
./repos/metabob-rpc-api/.opencode/QUICKSTART.md|1769687061|3067|OpenCode Quick Start
./repos/metabob-rpc-api/.opencode/AGENTS.md|1769687061|26211|Metabob RPC API Agent Guidelines
./repos/metabob-rpc-api/docs/testing/TEST_UPDATES_SUMMARY.md|1769687061|6726|Test Files Updated for SurrealDB Parameter
./repos/metabob-rpc-api/docs/testing/TESTING_DOMAIN_ANALYSIS.md|1769687061|15656|Testing Domain Analysis - Metabob RPC API
./repos/metabob-rpc-api/docs/testing/TEST_FAILURE_ANALYSIS.md|1769687061|23301|Test Failure Analysis Report
./repos/metabob-rpc-api/docs/testing/TEST_CHECKLIST.md|1769687061|4831|Phase 2 Authentication Database Tests - Verification Checklist
./repos/metabob-rpc-api/docs/testing/fix_tests_guide.md|1769687061|2611|Test Fix Guide
./repos/metabob-rpc-api/docs/SCOPE_MIGRATION_QUICK_START.md|1769687061|4708|Scope Fields Migration - Quick Start Guide
./repos/metabob-rpc-api/docs/README.md|1769687061|2845|Metabob RPC API Documentation
./repos/metabob-rpc-api/docs/QUICK_REFERENCE.md|1769687061|7964|Activity System Alignment - Quick Reference
./repos/metabob-rpc-api/docs/proto/PROTO_STATUS.md|1769687061|4736|Proto Integration Status
./repos/metabob-rpc-api/docs/proto/PROTO_QUICK_START.md|1769687061|9643|Protocol Buffers Quick Start
./repos/metabob-rpc-api/docs/proto/PROTO_MODELS_IMPLEMENTATION.md|1769687061|11310|Proto-Aligned Models Implementation Summary
./repos/metabob-rpc-api/docs/proto/PROTO_MIGRATION_STATUS.md|1769687061|13704|Proto Migration Status Report
./repos/metabob-rpc-api/docs/proto/PROTO_MIGRATION_PLAN.md|1769687061|23941|Proto Migration Plan: Activity & Impulse System Alignment
./repos/metabob-rpc-api/docs/proto/PROTO_INTEGRATION_GUIDE.md|1769687061|9608|Protocol Buffers Integration Guide
./repos/metabob-rpc-api/docs/proto/PROTO_API_TEST_SUMMARY.md|1769687061|11865|Proto-Aligned API Test Suite Summary
./repos/metabob-rpc-api/docs/proto/PROTO_ALIGNMENT_SUMMARY.md|1769687061|10150|Protocol Buffer Alignment - Session Summary
./repos/metabob-rpc-api/docs/proto/PROTO_ALIGNMENT_ANALYSIS.md|1769687061|13787|Proto Schema Alignment Analysis
./repos/metabob-rpc-api/docs/PROJECT_CRUD_QUICK_REFERENCE.md|1769687061|8703|Project CRUD Quick Reference
./repos/metabob-rpc-api/docs/implementation/VALIDATION_REPORT.md|1769687061|4515|Test Update Validation Report
./repos/metabob-rpc-api/docs/implementation/UUID_TEST_COVERAGE_SUMMARY.md|1769687061|10366|UUID Test Coverage Summary
./repos/metabob-rpc-api/docs/implementation/TASK8_COMPOSITION_SUMMARY.md|1769687061|15513|Task 8: Activity Composition Implementation Summary
./repos/metabob-rpc-api/docs/implementation/TASK7_IMPLEMENTATION_SUMMARY.md|1769687061|7515|Task 7: VariantPerformanceMetrics Calculation Implementation
./repos/metabob-rpc-api/docs/implementation/TASK7_CODE_SNIPPET.md|1769687061|7686|Task 7: Code Implementation
./repos/metabob-rpc-api/docs/implementation/TASK14_NAMING_REFACTOR_SUMMARY.md|1769687061|6887|Task 14: Naming Refactor Summary
./repos/metabob-rpc-api/docs/implementation/SURREALDB_RECORD_ID_ISSUE.md|1769687061|4060|SurrealDB Record ID Formatting Issue
./repos/metabob-rpc-api/docs/implementation/SURREALDB_RECORD_ID_FIX_SUMMARY.md|1769687061|5214|SurrealDB Record ID Fix Summary
./repos/metabob-rpc-api/docs/implementation/SURREALDB_PROTOCOL_ALIGNMENT_VALIDATION.md|1769687061|25653|SurrealDB Schema Validation & Protocol Alignment
./repos/metabob-rpc-api/docs/implementation/SCOPE_FIELDS_MIGRATION_SUMMARY.md|1769687061|7427|Scope Fields Migration Summary
./repos/metabob-rpc-api/docs/implementation/SCHEMA_VERSION_TRACKING_IMPLEMENTATION.md|1769687061|10984|Schema Version Tracking Implementation Summary
./repos/metabob-rpc-api/docs/implementation/SCHEMA_VALIDATION_IMPLEMENTATION_REPORT.md|1769687061|12190|Schema Validation Implementation Report
./repos/metabob-rpc-api/docs/implementation/SCHEMA_VALIDATION_IMPLEMENTATION.md|1769687061|16734|Schema Alignment Validation Implementation
./repos/metabob-rpc-api/docs/implementation/SCHEMA_IMPLEMENTATION_PLAN.md|1769687061|26231|Schema Implementation Plan
./repos/metabob-rpc-api/docs/implementation/ROUTE_UPDATE_CHECKLIST.md|1769687061|5189|Route SurrealDB Injection - Testing Checklist
./repos/metabob-rpc-api/docs/implementation/ROUTE_SURREALDB_INJECTION_SUMMARY.md|1769687061|6740|Route SurrealDB Dependency Injection - Summary
./repos/metabob-rpc-api/docs/implementation/PROJECT_CRUD_IMPLEMENTATION_SUMMARY.md|1769687061|8479|Project CRUD Implementation Summary
./repos/metabob-rpc-api/docs/implementation/PHASE3_TASK11_API_KEY_ROUTE_MIGRATION.md|1769687061|12965|Phase 3, Task #11: API Key Route Migration - Implementation Summary
./repos/metabob-rpc-api/docs/implementation/PHASE3_API_KEY_MIGRATION_GUIDE.md|1769687061|12068|Phase 3: API Key Migration Guide
./repos/metabob-rpc-api/docs/implementation/ORG_ENDPOINTS_FIX_SUMMARY.md|1769687061|4400|Organization Management Endpoints Fix Summary
./repos/metabob-rpc-api/docs/implementation/NAMING_REFACTOR_PLAN.md|1769687061|14481|Naming Refactor Plan - Remove Historical References
./repos/metabob-rpc-api/docs/implementation/MIGRATION_SCOPE_FIELDS_SUMMARY.md|1769687061|4407|Migration: Enhanced Scope Support
./repos/metabob-rpc-api/docs/implementation/metabob-cli-integration-with-agent.md|1769687061|33365|Metabob MCP Integration Specification
./repos/metabob-rpc-api/docs/implementation/MCP_CLIENT_MIGRATION_GUIDE.md|1769687061|34301|MCP Client Migration Guide: Templates → Activities
./repos/metabob-rpc-api/docs/implementation/LOAD_BALANCER_MIGRATION_COMPLETE.md|1769687061|5572|Load Balancer Migration - Complete ✅
./repos/metabob-rpc-api/docs/implementation/JOB_MANAGER_TEST_FIX_SUMMARY.md|1769687061|7067|Job Manager Test Fix Summary
./repos/metabob-rpc-api/docs/implementation/INTEGRATION_SUMMARY.md|1769687061|15225|Activity Recommendation System - Integration Summary
./repos/metabob-rpc-api/docs/implementation/HIERARCHICAL_SESSION_IMPLEMENTATION.md|1769687061|11668|Hierarchical Session Management Implementation
./repos/metabob-rpc-api/docs/implementation/DOCKER_TESTING_GUIDE.md|1769687061|7095|Docker Compose Testing Guide
./repos/metabob-rpc-api/docs/implementation/DOCKER_DEV_MODE.md|1769687061|5577|Docker Development Mode Guide
./repos/metabob-rpc-api/docs/implementation/DOCKER_BUILD_MODE_SUMMARY.md|1769687061|5549|Docker Build Mode Implementation Summary
./repos/metabob-rpc-api/docs/implementation/DEPRECATION_SUMMARY.md|1769687061|7777|Tasks 10 & 11 Completion Summary: Deprecation & Archival
./repos/metabob-rpc-api/docs/implementation/CTR_OPTIMIZATION_SYSTEM.md|1769687061|18714|CTR Optimization & A/B Testing System for Activity Recommendations
./repos/metabob-rpc-api/docs/implementation/COMPREHENSIVE_ALIGNMENT_SUMMARY.md|1769687061|15254|Comprehensive Activity System Alignment - Executive Summary
./repos/metabob-rpc-api/docs/implementation/API_AUDIT_SUMMARY.md|1769687061|5589|API Endpoint Audit - Summary
./repos/metabob-rpc-api/docs/implementation/ALIGNMENT_SUMMARY.md|1769687061|11461|Activity System Alignment - Executive Summary
./repos/metabob-rpc-api/docs/CLOUD_DASHBOARD_DEV_SETUP.md|1769687061|19128|Cloud Dashboard Development Setup Guide
./repos/metabob-rpc-api/docs/auth/AUTH_SURREALDB_MIGRATION_RESEARCH.md|1769687061|38190|Auth System SurrealDB Migration Research Report
./repos/metabob-rpc-api/docs/auth/AUTH_SURREALDB_MIGRATION_COMPLETE.md|1769687061|9534|Auth SurrealDB Migration - COMPLETE ✅
./repos/metabob-rpc-api/docs/auth/AUTH_SERVICE_ARCHITECTURE.md|1769687061|10235|Auth Service Architecture
./repos/metabob-rpc-api/docs/auth/AUTH_MIGRATION_VALIDATION_SUMMARY.md|1769687061|11516|Auth SurrealDB Migration - Validation Summary
./repos/metabob-rpc-api/docs/auth/AUTH_MIGRATION_VALIDATION_REPORT.md|1769687061|18548|Auth SurrealDB Migration - Validation Report
./repos/metabob-rpc-api/docs/auth/AUTH_MIGRATION_STATUS.md|1769687061|6944|Auth SurrealDB Migration Status
./repos/metabob-rpc-api/docs/auth/AUTH_INTEGRATION_TEST_ISSUES.md|1769687061|4422|Auth Integration Test Failures - Root Cause Analysis
./repos/metabob-rpc-api/docs/architecture/HIERARCHICAL_SESSION_PATTERNS.md|1769687061|11781|Design Patterns and Anti-Patterns: Hierarchical Session Management
./repos/metabob-rpc-api/docs/architecture/DATABASE_LIFECYCLE.md|1769687061|30530|Database Lifecycle Management
./repos/metabob-rpc-api/docs/architecture/BACKEND_INTEGRATION_SPEC.md|1769687061|33003|Metabob MCP Backend Integration Specification
./repos/metabob-rpc-api/docs/architecture/API_ENDPOINT_SPECIFICATION.md|1769687061|11035|Metabob RPC API - Unified Endpoint Specification
./repos/metabob-rpc-api/docs/architecture/API_ARCHITECTURE.md|1769687061|9555|API Architecture - Load Balancer Design
./repos/metabob-rpc-api/docs/AGENT_DEV_WORKFLOW.md|1769687061|16553|AI-Assisted Docker Development Workflow
./repos/metabob-rpc-api/docs/activities/THREE_TIER_QUICK_START.md|1769687061|15940|Three-Tier Activity System - Quick Start
./repos/metabob-rpc-api/docs/activities/THREE_TIER_ACTIVITY_ALIGNMENT.md|1769687061|34022|Three-Tier Activity System Alignment
./repos/metabob-rpc-api/docs/activities/TEMPLATE_UNIFICATION_QUICK_START.md|1769687061|12492|Template Unification - Quick Start Guide
./repos/metabob-rpc-api/docs/activities/TEMPLATE_STRUCTURE_UNIFICATION.md|1769687061|29515|Activity Template Structure Unification
./repos/metabob-rpc-api/docs/activities/TEMPLATE_REPOSITORY_QUICK_START.md|1769687061|7686|Template Repository API - Quick Start Guide
./repos/metabob-rpc-api/docs/activities/TEMPLATE_REPOSITORY_IMPLEMENTATION.md|1769687061|23119|Template Repository Implementation Summary
./repos/metabob-rpc-api/docs/activities/TEMPLATE_REPOSITORY_API_SPEC.md|1769687061|27945|Template Repository API Specification for MCP Clients
./repos/metabob-rpc-api/docs/activities/COMPOSITION_QUICK_REFERENCE.md|1769687061|10099|Activity Composition - Quick Reference
./repos/metabob-rpc-api/docs/activities/ACTIVITY_SYSTEM.md|1769687061|16779|Unified Activity System - Implementation Summary
./repos/metabob-rpc-api/docs/activities/ACTIVITY_SEARCH_IMPLEMENTATION.md|1769687061|13309|Activity Search Implementation
./repos/metabob-rpc-api/docs/activities/ACTIVITY_RECOMMENDATIONS_IMPLEMENTATION.md|1769687061|8295|Activity Recommendations Implementation Status
./repos/metabob-rpc-api/docs/activities/ACTIVITY_LEARNING_SYSTEM.md|1769687061|22986|Activity Learning & Cross-Project Recipe System
./repos/metabob-rpc-api/docs/activities/ACTIVITY_LEARNING_PROTO_MIGRATION.md|1769687061|8938|Activity Learning Proto Migration Summary
./repos/metabob-rpc-api/docs/activities/ACTIVITY_COMPOSITION.md|1769687061|17382|Activity Composition - Fractal Activities
./repos/metabob-rpc-api/docs/activities/ACTIVITY_API_REFERENCE.md|1769687061|15718|Activity Recommendation System - API Reference
./repos/metabob-rpc-api/docs/activities/ACTIVITY_ALIGNMENT_VISUAL.md|1769687061|35038|Activity System Alignment - Visual Guide
./repos/metabob-rpc-api/docs/activities/ACTIVITY_ALIGNMENT_PLAN.md|1769687061|20944|Activity System Alignment Plan
./repos/metabob-rpc-api/CLOUD_MODE_QUICK_START.md|1769687061|7013|Cloud Dashboard Quick Start Guide
./repos/metabob-rpc-api/CLOUD_MODE_IMPLEMENTATION_PLAN.md|1769687061|14191|Cloud Mode Implementation Plan
./repos/metabob-rpc-api/tests/integration/TEST_CONTRACTS.md|1769687060|14128|Integration Test Execution Contracts
./repos/metabob-rpc-api/tests/integration/README.md|1769687060|8291|Integration Tests
./repos/metabob-rpc-api/tests/integration/DOCKER_TESTING_GUIDE.md|1769687060|9791|Docker Testing Quick Reference
./repos/metabob-rpc-api/.gemini/README.md|1769687060|2156|Gemini/Cursor Configuration
./repos/cpg-inference/.venv/lib/python3.12/site-packages/onnxruntime/tools/mobile_helpers/nnapi_supported_ops.md|1769539273|2327|nnapi_supported_ops
./repos/cpg-inference/.venv/lib/python3.12/site-packages/onnxruntime/tools/mobile_helpers/coreml_supported_neuralnetwork_ops.md|1769539273|1915|coreml_supported_neuralnetwork_ops
./repos/cpg-inference/.venv/lib/python3.12/site-packages/onnxruntime/tools/mobile_helpers/coreml_supported_mlprogram_ops.md|1769539273|2353|coreml_supported_mlprogram_ops
./repos/cpg-inference/.venv/lib/python3.12/site-packages/onnxruntime/Privacy.md|1769539273|2469|Privacy
./repos/cpg-inference/.venv/lib/python3.12/site-packages/numpy/random/LICENSE.md|1769539273|3511|NCSA Open Source License
./repos/cpg-inference/.pytest_cache/README.md|1769539273|302|pytest cache directory #
./repos/metabob-opencode/packages/opencode/.design/distributed-devbob-development-plan.md|1769537793|15794|Distributed DevBob Development Plan
./repos/metabob-opencode/packages/opencode/.design/cross-repo-shared-memory-model.md|1769537793|25496|Cross-Repository Activity System: Shared Memory Model
./repos/metabob-opencode/packages/opencode/.design/cross-repo-activity-system.md|1769537793|23087|Cross-Repository Activity System
./repos/metabob-rpc-api/server/docs/timeout_headers.md|1769537649|2318|Using Timeout Headers with the API
./repos/metabob-cli/tests/smoke/README.md|1769537642|4924|Smoke Test Suite
./repos/metabob-cli/TOOLS_REFERENCE.md|1769537638|31259|Metabob MCP Tools Reference
./repos/metabob-cli/tests/TESTING_GUIDE.md|1769537638|55152|Testing Guide - metabob-cli
./repos/metabob-cli/tests/TEST_EXPECTATIONS.md|1769537638|7188|Test Expectations and Shared Behaviors
./repos/metabob-cli/tests/perf-repos/xlarge/README.md|1769537638|215|Test Repository - XLARGE
./repos/metabob-cli/tests/perf-repos/small/README.md|1769537638|209|Test Repository - SMALL
./repos/metabob-cli/tests/perf-repos/medium/README.md|1769537638|213|Test Repository - MEDIUM
./repos/metabob-cli/tests/perf-repos/large/README.md|1769537638|214|Test Repository - LARGE
./repos/metabob-cli/tests/perf-repos/empty/README.md|1769537638|24|Empty Test Repository
./repos/metabob-cli/README.md|1769537638|22919|Instructions for Using the Metabob CLI Tool
./repos/metabob-cli/lib/docs/README.md|1769537638|10105|CPG Inference
./repos/metabob-cli/.github/workflows/README.md|1769537638|8780|GitHub Actions Workflows
./repos/metabob-cli/.github/CI_DEBUG.md|1769537638|3112|CI Debug Summary
./repos/metabob-cli/.gemini/SETUP_SUMMARY.md|1769537638|4478|MCP Documentation Summary
./repos/metabob-cli/.gemini/README.md|1769537638|2156|Gemini/Cursor Configuration
./repos/metabob-cli/.gemini/QUICK_REFERENCE.md|1769537638|3184|Metabob MCP Quick Reference
./repos/metabob-cli/.gemini/MCP_GUIDE.md|1769537638|13068|Metabob MCP Sidecar Guide
./repos/metabob-cli/.gemini/ARCHITECTURE.md|1769537638|13613|Metabob MCP Architecture
./repos/metabob-cli/docs/TIMELESS_PATH_TESTING_SUMMARY.md|1769537638|7166|Timeless Path Testing - Implementation Summary
./repos/metabob-cli/docs/PATH_HANDLING_GUIDE.md|1769537638|9949|Path Handling Guide - metabob-cli
./repos/metabob-cli/.cursor/rules/CURSOR.md|1769537638|7724|Cursor AI Workflow Guide
./repos/metabob-cli/CHANGELOG.md|1769537638|1267|1.0.0 (2025-10-15)
./repos/metabob-opencode/STATS.md|1769537597|16398|Download Stats
./repos/metabob-opencode/specs/project.md|1769537597|1732|project
./repos/metabob-opencode/sdks/vscode/README.md|1769537597|1758|opencode VS Code Extension
./repos/metabob-opencode/README.md|1769537597|3472|Installation
./repos/metabob-opencode/QUICK_START.md|1769537597|4693|Quick Start: metabob-opencode Development
./repos/metabob-opencode/packages/web/README.md|1769537597|2634|Starlight Starter Kit: Basics
./repos/metabob-opencode/packages/slack/README.md|1769537597|750|@opencode-ai/slack
./repos/metabob-opencode/packages/sdk/python/README.md|1769537597|2237|Opencode Python SDK
./repos/metabob-opencode/packages/sdk/python/docs/usage/streaming.md|1769537597|515|Streaming (SSE)
./repos/metabob-opencode/packages/sdk/python/docs/usage/sessions.md|1769537597|463|Sessions
./repos/metabob-opencode/packages/sdk/python/docs/usage/files_projects.md|1769537597|382|Files & Projects
./repos/metabob-opencode/packages/sdk/python/docs/usage/configuration.md|1769537597|587|Configuration
./repos/metabob-opencode/packages/sdk/python/docs/testing.md|1769537597|341|Testing
./repos/metabob-opencode/packages/sdk/python/docs/quickstart.md|1769537597|410|Quickstart
./repos/metabob-opencode/packages/sdk/python/docs/publishing.md|1769537597|708|Publishing (maintainers)
./repos/metabob-opencode/packages/sdk/python/docs/installation.md|1769537597|471|Installation
./repos/metabob-opencode/packages/sdk/python/docs/index.md|1769537597|435|Opencode Python SDK
./repos/metabob-opencode/packages/sdk/python/docs/generation.md|1769537597|711|Generation workflow
./repos/metabob-opencode/packages/sdk/go/SECURITY.md|1769537597|1196|Security Policy
./repos/metabob-opencode/packages/sdk/go/README.md|1769537597|11417|Opencode Go API Library
./repos/metabob-opencode/packages/sdk/go/CONTRIBUTING.md|1769537597|1500|Setting up the environment
./repos/metabob-opencode/packages/sdk/go/CHANGELOG.md|1769537597|12158|Changelog
./repos/metabob-opencode/packages/sdk/go/api.md|1769537597|37200|Shared Response Types
./repos/metabob-opencode/packages/plugin-metabob/README.md|1769537597|5793|@opencode-ai/plugin-metabob
./repos/metabob-opencode/packages/plugin-metabob/CHANGES.md|1769537597|6340|Metabob Plugin - Changes and Migration
./repos/metabob-opencode/packages/plugin-metabob/ARCHITECTURE.md|1769537597|5942|Metabob Plugin Architecture
./repos/metabob-opencode/packages/plugin-activities/README.md|1769537597|8564|Activities Plugin for OpenCode
./repos/metabob-opencode/packages/plugin-activities/QUICKSTART.md|1769537597|3963|Activities Plugin - Quick Start
./repos/metabob-opencode/packages/plugin-activities/CHANGES.md|1769537597|9686|Activities Plugin - Changes and Migration
./repos/metabob-opencode/packages/plugin-activities/ARCHITECTURE.md|1769537597|10003|Activities Plugin Architecture
./repos/metabob-opencode/packages/opencode/test/storage/README.md|1769537597|1577|Storage Reset Tests
./repos/metabob-opencode/packages/opencode/test/session/template-genealogy-regression-BEFORE.md|1769537597|7376|Template Genealogy Bug - Before Fix State
./repos/metabob-opencode/packages/opencode/test/session/SESSION_EVENT_REGRESSION_TEST_DEMO.md|1769537597|3015|Session.Event.ImpulseUpdated Regression Test
./repos/metabob-opencode/packages/opencode/test/session/METABOB_RESOLUTION_NOTES.md|1769537597|10554|Metabob Resolution Notes: llm-data-flow.test.ts Schema Evolution Fix
./repos/metabob-opencode/packages/opencode/test/session/METABOB_REGISTRATION_BUG_TEST.md|1769537597|4964|Bug Reproduction Test: Metabob MCP Registration
./repos/metabob-opencode/packages/opencode/test/session/llm-data-flow-schema-bug-README.md|1769537597|6880|LLM Data Flow Schema Bug Reproduction
./repos/metabob-opencode/packages/opencode/test/session/IMPULSE-MEMORY-LEAK-BUG-REPRODUCTION.md|1769537597|4990|Impulse Storage Memory Leak - Bug Reproduction Test
./repos/metabob-opencode/packages/opencode/test/session/FIX-SUMMARY-template-genealogy.md|1769537597|12989|Fix Summary: Template Genealogy Test Errors
./repos/metabob-opencode/packages/opencode/test/INVARIANTS.md|1769537597|12916|Activity System Invariants
./repos/metabob-opencode/packages/opencode/test/integration/SESSION_ACTIVITY_IMPULSE_FLOW_PROOF.md|1769537597|8537|Session → Activity → Impulse Data Flow: Complete Proof
./repos/metabob-opencode/packages/opencode/test/IMPULSE_TEST_REFACTORING.md|1769537597|11874|Impulse Memory Management Test Refactoring
./repos/metabob-opencode/packages/opencode/test/helpers/TEST_STORAGE.md|1769537597|7281|Test Storage Isolation
./repos/metabob-opencode/packages/opencode/src/tool/SIGNATURE_README.md|1769537597|4305|Tool Signature Schema
./repos/metabob-opencode/packages/opencode/src/session/impulse-resolver.README.md|1769537597|8418|ImpulseResolver - Lazy Context Loading System
./repos/metabob-opencode/packages/opencode/src/config/schemas/README.md|1769537597|2970|Config Schema Modules
./repos/metabob-opencode/packages/opencode/src/acp/README.md|1769537597|4717|ACP (Agent Client Protocol) Implementation
./repos/metabob-opencode/packages/opencode/README.md|1769537597|3903|OpenCode
./repos/metabob-opencode/packages/opencode/.opencode/agent/tool.md|1769537597|13719|Tool Agent Instructions
./repos/metabob-opencode/packages/opencode/.opencode/agent/session.md|1769537597|17436|Session Agent
./repos/metabob-opencode/packages/opencode/.opencode/agent/provider.md|1769537597|12563|Provider Agent
./repos/metabob-opencode/packages/opencode/.opencode/agent/mcp.md|1769537597|16852|MCP Agent Instructions
./repos/metabob-opencode/packages/opencode/.opencode/agent/lsp.md|1769537597|15918|LSP Agent Instructions
./repos/metabob-opencode/packages/opencode/.opencode/agent/filesystem.md|1769537597|75645|File System Agent
./repos/metabob-opencode/packages/opencode/.opencode/agent/config.md|1769537597|64764|Config Agent
./repos/metabob-opencode/packages/opencode/examples/activity-composition/README.md|1769537597|9016|Activity Composition Examples
./repos/metabob-opencode/packages/opencode/examples/acp-multi-agent-workflow.md|1769537597|7593|ACP Multi-Agent Workflow Example
./repos/metabob-opencode/packages/opencode/examples/acp-basic-usage.md|1769537597|7958|ACP Delegation: Basic Usage Examples
./repos/metabob-opencode/packages/opencode/docker/devbob-acp/README.md|1769537597|11031|ACP DevBob Container with Metabob Integration
./repos/metabob-opencode/packages/opencode/docker/devbob-acp/QUICK_START.md|1769537597|3501|ACP DevBob Quick Start
./repos/metabob-opencode/packages/opencode/docker/devbob-acp/PATH_CONFIGURATION.md|1769537597|10782|Metabob Include/Exclude Path Configuration
./repos/metabob-opencode/packages/opencode/docker/devbob-acp/COMPLETE.md|1769537597|11856|ACP DevBob Container - Implementation Summary
./repos/metabob-opencode/packages/opencode/.design/unified-impulse-memory-system.md|1769537597|11196|Unified Impulse-Based Memory System Design
./repos/metabob-opencode/packages/opencode/.design/metabob-impulse-refactor-verification.md|1769537597|3378|Metabob Impulse System Refactoring - Verification Report
./repos/metabob-opencode/packages/opencode/.design/metabob-impulse-refactor-impact.md|1769537597|7338|Metabob Context Injection Refactoring - Impact Analysis
./repos/metabob-opencode/packages/opencode/.design/metabob-impulse-refactor-design-decisions.md|1769537597|14121|Metabob Impulse System Refactoring - Design Decisions
./repos/metabob-opencode/packages/opencode/.design/metabob-driven-activities-verification.md|1769537597|12351|Metabob-Driven Activity Architecture - Verification Report
./repos/metabob-opencode/packages/opencode/.design/metabob-driven-activities.md|1769537597|16263|Metabob-Driven Activity Architecture
./repos/metabob-opencode/packages/opencode/.design/impulse-metabob-quick-start.md|1769537597|11705|Impulse-Metabob Integration: Quick Start Guide
./repos/metabob-opencode/packages/opencode/.design/IMPULSE_METABOB_INDEX.md|1769537597|7512|Impulse-Metabob Integration Documentation Index
./repos/metabob-opencode/packages/opencode/.design/impulse-metabob-development-roadmap.md|1769537597|33081|Impulse & Activity System Development with Metabob Integration
./repos/metabob-opencode/packages/opencode/.design/impulse-metabob-architecture-diagram.md|1769537597|39089|Impulse-Metabob Integration Architecture
./repos/metabob-opencode/packages/opencode/CHANGELOG.md|1769537597|2742|Changelog
./repos/metabob-opencode/packages/opencode/API_REFERENCE.md|1769537597|6595|Impulse Query API Reference
./repos/metabob-opencode/packages/desktop/README.md|1769537597|1097|Usage
./repos/metabob-opencode/packages/desktop/AGENTS.md|1769537597|1260|Agent Guidelines for @opencode/app
./repos/metabob-opencode/packages/console/app/.opencode/agent/css.md|1769537597|4283|Example of correct implementation
./repos/metabob-opencode/.opencode/command/spellcheck.md|1769537597|204|spellcheck
./repos/metabob-opencode/.opencode/command/hello.md|1769537597|211|hello
./repos/metabob-opencode/.opencode/command/commit.md|1769537597|3064|Commit Format
./repos/metabob-opencode/.opencode/agent/tool.md|1769537597|68100|Tool Agent
./repos/metabob-opencode/.opencode/agent/test.md|1769537597|16583|Test Agent
./repos/metabob-opencode/.opencode/agent/session.md|1769537597|53407|Session Agent
./repos/metabob-opencode/.opencode/agent/provider.md|1769537597|53396|Provider Agent
./repos/metabob-opencode/.opencode/agent/mcp.md|1769537597|39645|MCP Agent
./repos/metabob-opencode/.opencode/agent/lsp.md|1769537597|63424|LSP Agent
./repos/metabob-opencode/.opencode/agent/git-committer.md|1769537597|3076|Conventional Commit Format
./repos/metabob-opencode/.opencode/agent/flowmanager.md|1769537597|10914|Flow Manager Agent
./repos/metabob-opencode/.opencode/agent/filesystem.md|1769537597|8017|File System Agent
./repos/metabob-opencode/.opencode/AGENT_ENHANCEMENTS.md|1769537597|18648|Agent Documentation Enhancement Summary
./repos/metabob-opencode/.opencode/agent/docs.md|1769537597|1044|docs
./repos/metabob-opencode/.opencode/agent/config.md|1769537597|78653|Config Agent
./repos/metabob-opencode/.opencode/agent/build.md|1769537597|15161|Build Agent
./repos/metabob-opencode/.opencode/agent/api.md|1769537597|27346|API Agent
./repos/metabob-opencode/github/README.md|1769537597|4664|opencode GitHub Action
./repos/metabob-opencode/DEV_SETUP.md|1769537597|12217|Development Setup Guide for metabob-opencode
./repos/metabob-opencode/CONTRIBUTING.md|1769537597|3134|Contributing to OpenCode
./repos/metabob-opencode/AGENTS.md|1769537597|1768|opencode agent guidelines
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy/random/LICENSE.md|1768429372|3511|NCSA Open Source License
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/src/splitmix64/LICENSE.md|1768429372|332|SPLITMIX64
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/src/sfc64/LICENSE.md|1768429372|1226|SFC64
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/src/philox/LICENSE.md|1768429372|1509|PHILOX
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/src/pcg64/LICENSE.md|1768429372|1154|PCG64
./repos/metabob-cli/.venv/lib/python3.13/site-packages/numpy-2.4.1.dist-info/licenses/numpy/random/src/mt19937/LICENSE.md|1768429372|2926|MT19937
